Rooms,DistCenter,Area,Price,AdmArea,District,Lat,Long,Address
3,12.940090,75,13631,Северо-Западный административный округ,район Покровское-Стрешнево,55.820000,37.450000,"улица Водников, дом 18"
3,13.143789,80,11752,Северо-Западный административный округ,район Покровское-Стрешнево,55.830000,37.460000,"Подмосковная улица, дом 10"
3,11.794903,54,9935,Северо-Западный административный округ,район Покровское-Стрешнево,55.810000,37.460000,"Врачебный проезд, дом 8, корпус 2"
1,15.646368,25,4716,Северо-Западный административный округ,район Строгино,55.810000,37.390000,"Неманский проезд, дом 11"
1,14.638268,26,5682,Северо-Западный административный округ,район Строгино,55.800000,37.400000,"Строгинский бульвар, дом 4"
1,16.978345,23,3744,Северный административный округ,район Ховрино,55.880000,37.470000,"Левобережная улица, дом 12, корпус 1"
2,16.308391,57,9573,Северный административный округ,Дмитровский район,55.890000,37.530000,"Лобненская улица, дом 13А"
2,9.603963,51,8657,Юго-Западный административный округ,район Черёмушки,55.670000,37.570000,"Новочерёмушкинская улица, дом 55, строение 1"
1,9.817436,24,4552,Юго-Западный административный округ,район Черёмушки,55.670000,37.560000,"Новочерёмушкинская улица, дом 60, корпус 1"
1,10.667203,27,5667,Юго-Западный административный округ,район Черёмушки,55.660000,37.570000,"Перекопская улица, дом 21, корпус 2"
2,9.817436,50,9684,Юго-Западный административный округ,район Черёмушки,55.670000,37.560000,"Новочерёмушкинская улица, дом 56, корпус 2"
2,14.787837,40,5763,Северный административный округ,район Левобережный,55.860000,37.480000,"Смольная улица, дом 51, корпус 2"
2,14.638268,44,7199,Северо-Западный административный округ,район Строгино,55.800000,37.400000,"улица Твардовского, дом 5, корпус 3"
2,14.057361,52,8131,Северо-Западный административный округ,район Строгино,55.800000,37.410000,"улица Твардовского, дом 23"
2,12.323475,54,9857,Северо-Западный административный округ,район Щукино,55.810000,37.450000,"Авиационная улица, дом 74, корпус 3"
3,5.372382,60,11430,Южный административный округ,Даниловский район,55.710000,37.660000,"1-й Кожуховский проезд, дом 19, корпус 2"
2,10.142155,57,9480,Северо-Западный административный округ,район Щукино,55.800000,37.480000,"улица Маршала Бирюзова, дом 35, корпус 2"
2,16.916706,45,8598,Южный административный округ,район Чертаново Южное,55.600000,37.620000,"3-й Дорожный проезд, дом 10, корпус 2"
2,16.923069,54,8398,Южный административный округ,район Чертаново Южное,55.600000,37.610000,"3-й Дорожный проезд, дом 5, корпус 2"
1,15.702635,30,5832,Южный административный округ,район Братеево,55.640000,37.770000,"Алма-Атинская улица, дом 9, корпус 2"
3,15.702635,79,12546,Южный административный округ,район Братеево,55.640000,37.770000,"Алма-Атинская улица, дом 10, корпус 3"
3,14.927692,76,12796,Южный административный округ,район Царицыно,55.620000,37.660000,"Бакинская улица, дом 14"
2,17.122782,43,7328,Южный административный округ,район Бирюлёво Восточное,55.600000,37.660000,"Бирюлёвская улица, дом 11, корпус 2"
2,18.325007,50,8561,Южный административный округ,район Бирюлёво Восточное,55.590000,37.670000,"Бирюлёвская улица, дом 31, корпус 1"
3,8.497486,66,12602,Северо-Западный административный округ,район Щукино,55.790000,37.500000,"улица Маршала Бирюзова, дом 8, корпус 3"
2,19.421032,57,8949,Южный административный округ,район Бирюлёво Восточное,55.580000,37.670000,"Бирюлёвская улица, дом 47, корпус 1"
2,10.679313,41,6103,Северо-Западный административный округ,район Щукино,55.800000,37.470000,"улица Маршала Василевского, дом 3, корпус 1"
2,9.615741,44,6979,Северо-Западный административный округ,район Щукино,55.800000,37.490000,"улица Маршала Рыбалко, дом 16, корпус 1"
3,13.521852,68,10180,Восточный административный округ,район Вешняки,55.730000,37.830000,"Вешняковская улица, дом 16Г"
3,7.927286,80,14213,Южный административный округ,район Нагатинский Затон,55.690000,37.680000,"Нагатинская набережная, дом 54"
2,8.913041,54,10437,Южный административный округ,район Нагатинский Затон,55.680000,37.680000,"Кленовый бульвар, дом 22"
3,18.142392,51,8269,Южный административный округ,район Бирюлёво Западное,55.590000,37.650000,"Медынская улица, дом 1, корпус 1"
1,16.572388,27,4439,Южный административный округ,район Зябликово,55.620000,37.740000,"Шипиловская улица, дом 43"
1,5.788759,31,6566,Южный административный округ,Донской район,55.700000,37.620000,"Варшавское шоссе, дом 10, корпус 1"
3,7.225795,74,11687,Северный административный округ,район Аэропорт,55.800000,37.540000,"улица Академика Ильюшина, дом 3"
1,9.855380,27,5284,Юго-Восточный административный округ,район Печатники,55.690000,37.730000,"улица Полбина, дом 12"
1,16.619819,31,5519,Юго-Восточный административный округ,район Выхино-Жулебино,55.680000,37.850000,"Жулебинский бульвар, дом 40, корпус 1"
1,15.665056,23,3631,Юго-Восточный административный округ,район Выхино-Жулебино,55.700000,37.850000,"Хвалынский бульвар, дом 3, корпус 2"
2,13.698625,45,7256,Юго-Восточный административный округ,район Марьино,55.650000,37.740000,"Новочеркасский бульвар, дом 47"
2,10.995195,44,9107,Северо-Восточный административный округ,район Свиблово,55.850000,37.640000,"Снежная улица, дом 3А"
1,12.503203,26,4964,Северный административный округ,Головинский район,55.850000,37.520000,"3-й Лихачёвский переулок, дом 3, корпус 2"
3,6.988893,56,11074,Юго-Западный административный округ,Академический район,55.690000,37.600000,"Большая Черёмушкинская улица, дом 2, корпус 5"
2,10.251926,52,11045,Восточный административный округ,район Перово,55.740000,37.780000,"улица Лазо, дом 7, строение 2"
1,8.354715,25,5095,Юго-Западный административный округ,Академический район,55.680000,37.580000,"улица Дмитрия Ульянова, дом 28"
1,8.792327,21,3801,Юго-Западный административный округ,Академический район,55.680000,37.560000,"улица Ивана Бабушкина, дом 18, корпус 2"
3,8.553370,59,9259,Юго-Западный административный округ,Академический район,55.680000,37.570000,"Профсоюзная улица, дом 11/11"
2,9.011249,46,8254,Восточный административный округ,район Перово,55.740000,37.760000,"улица Плющева, дом 9, корпус 1"
1,9.158092,31,5778,Южный административный округ,район Нагатино-Садовники,55.670000,37.630000,"Каширское шоссе, дом 5, корпус 1"
3,12.168652,61,10811,Восточный административный округ,район Измайлово,55.790000,37.800000,"7-я Парковая улица, дом 2, корпус 1"
2,12.597405,55,11660,Восточный административный округ,район Измайлово,55.800000,37.800000,"9-я Парковая улица, дом 50, корпус 1"
1,11.003281,22,4354,Восточный административный округ,район Измайлово,55.790000,37.780000,"Первомайская улица, дом 26"
1,10.428131,26,4796,Восточный административный округ,район Измайлово,55.790000,37.770000,"Первомайская улица, дом 4"
2,16.871943,48,9379,Южный административный округ,район Зябликово,55.620000,37.750000,"Ореховый бульвар, дом 47/33"
3,19.287908,56,8944,Юго-Западный административный округ,район Северное Бутово,55.580000,37.580000,"Старобитцевская улица, дом 21, корпус 3"
3,15.858635,71,13481,Восточный административный округ,район Новокосино,55.740000,37.870000,"Городецкая улица, дом 13/19, корпус 1"
3,16.438620,60,8701,Юго-Западный административный округ,район Тёплый Стан,55.630000,37.470000,"улица Академика Варги, дом 28"
2,8.827112,43,7929,Восточный административный округ,район Преображенское,55.800000,37.730000,"набережная Шитова, дом 4, корпус 1"
2,17.081039,53,9947,Южный административный округ,район Чертаново Южное,55.600000,37.580000,"Чертановская улица, дом 54, корпус 3"
1,19.248774,25,4529,Южный административный округ,район Бирюлёво Западное,55.580000,37.650000,"Востряковский проезд, дом 23, корпус 3"
3,10.456546,63,9695,Юго-Восточный административный округ,Рязанский район,55.730000,37.780000,"Зарайская улица, дом 55"
2,13.697579,42,8928,Северо-Восточный административный округ,Бабушкинский район,55.870000,37.680000,"Староватутинский проезд, дом 1"
2,15.531390,39,7867,Юго-Западный административный округ,район Тёплый Стан,55.640000,37.470000,"Ленинский проспект, дом 131Б, строение 1"
3,3.535880,75,13543,Центральный административный округ,Таганский район,55.740000,37.670000,"Марксистская улица, дом 9"
1,7.832615,26,4521,Северо-Восточный административный округ,Алексеевский район,55.820000,37.650000,"улица Космонавтов, дом 4"
2,14.104205,43,9201,Северо-Восточный административный округ,Лосиноостровский район,55.870000,37.700000,"Анадырский проезд, дом 47, корпус 1"
1,2.061051,31,6304,Центральный административный округ,Тверской район,55.770000,37.610000,"улица Каретный Ряд, дом 3, строение 1"
2,2.061051,38,7378,Центральный административный округ,Тверской район,55.770000,37.610000,"улица Каретный Ряд, дом 3, строение 1"
3,3.119485,56,10485,Центральный административный округ,Мещанский район,55.780000,37.620000,"Большая Екатерининская улица, дом 27"
3,10.326074,69,11444,Восточный административный округ,район Богородское,55.820000,37.730000,"5-й проезд Подбельского, дом 4А, корпус 2"
1,2.965308,28,6277,Центральный административный округ,Таганский район,55.740000,37.660000,"Марксистская улица, дом 5"
1,4.719705,33,6400,Центральный административный округ,Таганский район,55.740000,37.690000,"Нижегородская улица, дом 13А"
1,4.873830,24,5246,Центральный административный округ,Пресненский район,55.750000,37.540000,"1-й Красногвардейский проезд, дом 6"
2,4.452949,57,11332,Центральный административный округ,Мещанский район,55.790000,37.640000,"2-й Крестовский переулок, дом 8"
2,9.152852,45,7058,Восточный административный округ,район Богородское,55.820000,37.700000,"Погонный проезд, дом 1, корпус 11"
3,1.540655,80,14582,Центральный административный округ,район Замоскворечье,55.740000,37.630000,"Большой Овчинниковский переулок, дом 11"
1,9.541189,25,4798,Восточный административный округ,район Богородское,55.810000,37.730000,"Бойцовая улица, дом 22, корпус 6"
1,3.643187,24,4856,Центральный административный округ,район Замоскворечье,55.720000,37.630000,"Большая Серпуховская улица, дом 31, корпус 1"
1,3.413863,34,6338,Центральный административный округ,Мещанский район,55.780000,37.640000,"Астраханский переулок, дом 1/15"
1,8.660923,28,4551,Восточный административный округ,район Богородское,55.810000,37.710000,"Игральная улица, дом 1, корпус 1"
1,8.256835,30,4878,Восточный административный округ,район Богородское,55.810000,37.700000,"Краснобогатырская улица, дом 19, корпус 3"
1,2.440759,26,5978,Центральный административный округ,Красносельский район,55.770000,37.640000,"Докучаев переулок, дом 13"
2,4.988655,36,6725,Центральный административный округ,Красносельский район,55.790000,37.660000,"5-й Красносельский переулок, дом 5"
3,3.413863,54,9481,Центральный административный округ,Красносельский район,55.780000,37.640000,"1-й Коптельский переулок, дом 26, строение 1"
3,3.119162,78,12404,Центральный административный округ,Пресненский район,55.760000,37.570000,"Волков переулок, дом 7-9, строение 3"
1,3.598250,32,6277,Центральный административный округ,Пресненский район,55.770000,37.570000,"улица Пресненский Вал, дом 38, строение 4"
2,16.428127,41,7747,Восточный административный округ,район Новокосино,55.750000,37.880000,"Суздальская улица, дом 6, корпус 2"
2,9.696269,53,9428,Южный административный округ,район Нагатинский Затон,55.670000,37.670000,"проспект Андропова, дом 39"
1,8.199291,27,4851,Юго-Западный административный округ,район Котловка,55.680000,37.590000,"Большая Черёмушкинская улица, дом 15, корпус 3"
2,7.648827,54,11014,Северо-Восточный административный округ,район Марфино,55.820000,37.600000,"улица Академика Королёва, дом 28, корпус 2"
2,12.473907,42,6810,Южный административный округ,район Чертаново Северное,55.640000,37.610000,"Сумской проезд, дом 8, корпус 3, строение 2"
2,10.066165,38,6945,Юго-Восточный административный округ,район Кузьминки,55.710000,37.760000,"Окская улица, дом 16, корпус 1"
1,14.288443,26,5354,Северо-Восточный административный округ,Алтуфьевский район,55.880000,37.600000,"Костромская улица, дом 16"
3,11.091802,64,11560,Северо-Восточный административный округ,район Свиблово,55.850000,37.650000,"Снежная улица, дом 16, корпус 1"
3,2.688587,55,10228,Центральный административный округ,район Якиманка,55.730000,37.600000,"улица Крымский Вал, дом 9, строение 1"
1,6.603691,27,5310,Северо-Восточный административный округ,Останкинский район,55.810000,37.640000,"проспект Мира, дом 103"
1,3.999810,26,5202,Юго-Восточный административный округ,район Лефортово,55.760000,37.680000,"Волочаевская улица, дом 16"
2,13.688389,41,6894,Южный административный округ,район Чертаново Северное,55.630000,37.590000,"Сумской проезд, дом 29"
1,4.986763,25,5242,Южный административный округ,Донской район,55.710000,37.590000,"улица Вавилова, дом 6"
2,15.500865,54,9282,Северный административный округ,Дмитровский район,55.880000,37.520000,"Ангарская улица, дом 39"
1,13.179185,28,5308,Северо-Восточный административный округ,район Отрадное,55.870000,37.600000,"улица Бестужевых, дом 8А"
1,13.349724,31,5053,Восточный административный округ,район Восточное Измайлово,55.790000,37.820000,"Первомайская улица, дом 113, корпус 1"
2,9.243042,55,9706,Юго-Восточный административный округ,Рязанский район,55.730000,37.760000,"улица Михайлова, дом 11"
1,14.695660,25,4441,Северный административный округ,район Восточное Дегунино,55.880000,37.560000,"Дубнинская улица, дом 32"
1,12.168652,29,5285,Восточный административный округ,район Восточное Измайлово,55.790000,37.800000,"9-я Парковая улица, дом 6, корпус 1"
3,15.315602,78,12713,Западный административный округ,Можайский район,55.720000,37.380000,"улица Горбунова, дом 10, корпус 2"
2,6.825127,51,9209,Юго-Западный административный округ,Гагаринский район,55.700000,37.560000,"Ленинский проспект, дом 60/2"
3,13.833829,68,13140,Южный административный округ,район Царицыно,55.630000,37.660000,"Пролетарский проспект, дом 45"
2,13.133204,58,10120,Северо-Восточный административный округ,район Отрадное,55.870000,37.620000,"улица Пестеля, дом 8А"
1,14.095847,31,4998,Северный административный округ,район Ховрино,55.860000,37.500000,"Фестивальная улица, дом 65"
3,16.572388,65,10708,Южный административный округ,район Зябликово,55.620000,37.740000,"Шипиловская улица, дом 39, корпус 2"
2,12.597405,55,7909,Восточный административный округ,район Измайлово,55.800000,37.800000,"Измайловский бульвар, владение 31А"
1,10.925865,24,4615,Восточный административный округ,район Измайлово,55.800000,37.770000,"Измайловский проезд, дом 16, корпус 1"
3,10.925865,74,11446,Восточный административный округ,район Измайлово,55.800000,37.770000,"Измайловский проезд, дом 20, корпус 2"
2,10.925865,44,7328,Восточный административный округ,район Измайлово,55.800000,37.770000,"Измайловский проезд, дом 5, корпус 1"
1,12.597405,24,3971,Восточный административный округ,район Измайлово,55.800000,37.800000,"11-я Парковая улица, дом 37, корпус 1"
1,11.003281,29,5396,Восточный административный округ,район Измайлово,55.790000,37.780000,"1-я Парковая улица, дом 11"
3,11.475959,56,11366,Восточный административный округ,район Измайлово,55.800000,37.780000,"2-я Прядильная улица, дом 4"
2,11.475959,50,10552,Восточный административный округ,район Измайлово,55.800000,37.780000,"2-я Прядильная улица, дом 7А"
3,12.033467,80,12022,Восточный административный округ,район Измайлово,55.800000,37.790000,"5-я Парковая улица, дом 41"
3,8.913041,64,11290,Южный административный округ,район Нагатинский Затон,55.680000,37.680000,"Затонная улица, дом 4"
2,19.287908,42,6614,Юго-Западный административный округ,район Северное Бутово,55.580000,37.580000,"Старобитцевская улица, дом 19, корпус 2"
3,13.893479,51,8848,Юго-Западный административный округ,Обручевский район,55.650000,37.490000,"улица Островитянова, дом 5, корпус 1"
3,9.718830,56,11402,Юго-Западный административный округ,Ломоносовский район,55.680000,37.530000,"улица Крупской, дом 4, корпус 2, строение 1"
1,13.619873,26,5252,Северо-Западный административный округ,район Покровское-Стрешнево,55.830000,37.450000,"Вишнёвая улица, дом 8/16"
2,16.490707,58,7999,Северо-Западный административный округ,район Южное Тушино,55.850000,37.420000,"проезд Донелайтиса, дом 17"
1,13.166946,29,5249,Восточный административный округ,район Северное Измайлово,55.800000,37.810000,"13-я Парковая улица, дом 25, корпус 2"
1,15.134145,24,5157,Северо-Западный административный округ,район Южное Тушино,55.850000,37.450000,"улица Свободы, дом 51, корпус 1"
2,13.395799,40,7391,Северо-Восточный административный округ,Бабушкинский район,55.870000,37.660000,"Ленская улица, дом 21"
3,15.287167,64,10590,Восточный административный округ,район Косино-Ухтомский,55.710000,37.850000,"Большая Косинская улица, дом 8А"
1,18.041055,27,4702,Восточный административный округ,район Косино-Ухтомский,55.720000,37.900000,"Лухмановская улица, дом 29"
1,17.427248,34,4990,Восточный административный округ,район Косино-Ухтомский,55.720000,37.890000,"улица Руднёвка, дом 16"
3,17.427248,70,12693,Восточный административный округ,район Косино-Ухтомский,55.720000,37.890000,"улица Руднёвка, дом 23"
3,17.690355,58,8969,Восточный административный округ,район Косино-Ухтомский,55.710000,37.890000,"Святоозерская улица, дом 16"
1,10.066165,29,5220,Юго-Восточный административный округ,район Кузьминки,55.710000,37.760000,"Волгоградский проспект, дом 109, корпус 6"
1,15.398228,30,5835,Северо-Восточный административный округ,район Бибирево,55.890000,37.600000,"улица Пришвина, дом 20"
1,9.573804,25,4961,Западный административный округ,район Фили-Давыдково,55.730000,37.470000,"Славянский бульвар, дом 5, корпус 1"
3,18.655711,63,8647,Восточный административный округ,район Косино-Ухтомский,55.720000,37.910000,"Лухмановская улица, дом 32"
1,6.879469,24,4704,Западный административный округ,район Дорогомилово,55.740000,37.510000,"улица Генерала Ермолова, дом 1"
2,14.706922,43,7844,Западный административный округ,Можайский район,55.720000,37.390000,"улица Говорова, дом 5"
2,6.820028,45,8324,Северный административный округ,район Аэропорт,55.800000,37.550000,"Красноармейская улица, дом 9"
2,13.698625,42,8333,Юго-Восточный административный округ,район Марьино,55.650000,37.740000,"улица Перерва, дом 50"
3,19.985895,76,11490,Северо-Западный административный округ,район Митино,55.850000,37.350000,"Ангелов переулок, дом 6"
3,11.760237,68,11199,Юго-Восточный административный округ,район Марьино,55.660000,37.710000,"улица Перерва, дом 2"
1,12.468975,26,5276,Юго-Восточный административный округ,район Печатники,55.650000,37.700000,"1-я Курьяновская улица, дом 31"
1,7.294058,35,6295,Юго-Западный административный округ,Академический район,55.690000,37.580000,"улица Гримау, дом 3, корпус 2"
3,13.160248,75,14636,Северный административный округ,Головинский район,55.850000,37.500000,"улица Лавочкина, дом 6, корпус 1"
2,4.772530,50,7374,Северный административный округ,район Беговой,55.780000,37.560000,"Беговая улица, дом 18, корпус 2"
1,7.430224,22,5179,Северный административный округ,Хорошёвский район,55.780000,37.510000,"улица Куусинена, дом 15, корпус 1"
3,10.135259,68,12843,Северный административный округ,Войковский район,55.820000,37.510000,"6-й Новоподмосковный переулок, дом 3"
3,4.719705,60,9374,Центральный административный округ,Таганский район,55.740000,37.690000,"Нижегородская улица, дом 17"
3,17.086772,76,12912,Восточный административный округ,район Косино-Ухтомский,55.710000,37.880000,"улица Дмитриевского, дом 3"
3,12.891176,65,9353,Западный административный округ,Можайский район,55.720000,37.420000,"улица Гришина, дом 8, строение 2"
1,13.768580,30,5343,Восточный административный округ,район Вешняки,55.720000,37.830000,"Косинская улица, дом 28, корпус 3"
2,15.084432,47,7632,Юго-Восточный административный округ,район Выхино-Жулебино,55.700000,37.840000,"Лермонтовский проспект, дом 2, корпус 2"
3,15.842326,59,8288,Южный административный округ,район Чертаново Центральное,55.610000,37.600000,"улица Красного Маяка, дом 1, корпус 1"
1,11.510007,25,5836,Восточный административный округ,район Гольяново,55.810000,37.770000,"Амурская улица, дом 20"
3,7.884394,64,12829,Юго-Восточный административный округ,район Текстильщики,55.720000,37.730000,"Люблинская улица, дом 5, корпус 7"
1,13.484628,30,4879,Северный административный округ,Головинский район,55.860000,37.520000,"Солнечногорская улица, дом 5, корпус 1"
1,15.898722,29,5878,Южный административный округ,район Чертаново Центральное,55.610000,37.590000,"улица Красного Маяка, дом 11, корпус 1"
2,15.346693,41,5874,Восточный административный округ,район Гольяново,55.830000,37.820000,"Хабаровская улица, дом 23, корпус 2"
1,16.619819,30,5107,Юго-Восточный административный округ,район Выхино-Жулебино,55.680000,37.850000,"улица Генерала Кузнецова, дом 27, корпус 1"
1,12.891176,25,4766,Западный административный округ,Можайский район,55.720000,37.420000,"Дорогобужская улица, дом 13"
2,18.655711,48,8090,Восточный административный округ,район Косино-Ухтомский,55.720000,37.910000,"Лухмановская улица, дом 35"
1,10.761592,23,4839,Восточный административный округ,район Богородское,55.820000,37.740000,"Открытое шоссе, дом 15, строение 22"
2,13.697579,36,5704,Северо-Восточный административный округ,Лосиноостровский район,55.870000,37.680000,"улица Менжинского, дом 6"
1,13.888306,23,4401,Северо-Восточный административный округ,Лосиноостровский район,55.870000,37.690000,"Минусинская улица, дом 10"
3,10.907542,69,11507,Северо-Восточный административный округ,район Отрадное,55.850000,37.620000,"Отрадная улица, дом 18"
3,15.842326,55,8362,Южный административный округ,район Чертаново Центральное,55.610000,37.600000,"Кировоградская улица, дом 28, корпус 3"
3,16.679685,67,10406,Юго-Восточный административный округ,район Выхино-Жулебино,55.690000,37.860000,"Саранская улица, дом 6, корпус 2"
1,1.654474,31,6601,Центральный административный округ,Басманный район,55.760000,37.640000,"Чистопрудный бульвар, дом 12, строение 1"
3,11.307964,61,9832,Северный административный округ,Тимирязевский район,55.850000,37.570000,"Дмитровское шоссе, дом 50, корпус 1"
1,13.346658,21,3569,Юго-Восточный административный округ,район Выхино-Жулебино,55.690000,37.800000,"улица Чугунные Ворота, дом 19, корпус 2"
3,3.606346,54,10090,Юго-Восточный административный округ,Южнопортовый район,55.730000,37.660000,"улица Симоновский Вал, дом 9"
2,16.331666,55,9223,Северный административный округ,район Западное Дегунино,55.880000,37.490000,"улица Маршала Федоренко, дом 2, корпус 1"
2,16.495665,48,8645,Юго-Восточный административный округ,район Капотня,55.640000,37.790000,"1-й квартал Капотня, дом 1"
3,13.176401,60,10543,Юго-Восточный административный округ,район Марьино,55.660000,37.750000,"улица Перерва, дом 31"
2,14.554681,40,6928,Северный административный округ,район Восточное Дегунино,55.880000,37.570000,"улица 800-летия Москвы, дом 32"
1,12.634703,29,5031,Северо-Восточный административный округ,Бабушкинский район,55.860000,37.680000,"улица Лётчика Бабушкина, дом 6"
2,8.792327,50,9169,Юго-Западный административный округ,Академический район,55.680000,37.560000,"улица Кржижановского, дом 3"
3,18.223123,81,12835,Южный административный округ,район Бирюлёво Восточное,55.590000,37.660000,"Лебедянская улица, дом 4"
2,19.421032,55,9991,Южный административный округ,район Бирюлёво Восточное,55.580000,37.670000,"Михневский проезд, дом 8, корпус 1"
2,17.122782,44,8478,Южный административный округ,район Бирюлёво Восточное,55.600000,37.660000,"Бирюлёвская улица, дом 10"
3,19.421032,80,14633,Южный административный округ,район Бирюлёво Восточное,55.580000,37.670000,"Бирюлёвская улица, дом 58, корпус 2"
1,13.899082,22,4129,Северный административный округ,Головинский район,55.850000,37.480000,"Ленинградское шоссе, дом 82"
3,8.553370,55,10454,Юго-Западный административный округ,Академический район,55.680000,37.570000,"Новочерёмушкинская улица, дом 24, корпус 1"
2,13.779436,39,8243,Северный административный округ,Головинский район,55.860000,37.510000,"Онежская улица, дом 34, корпус 1"
3,6.120857,72,13491,Северный административный округ,Савёловский район,55.800000,37.570000,"Петровско-Разумовский проезд, дом 24, корпус 19"
3,8.101527,56,9550,Юго-Западный административный округ,Гагаринский район,55.690000,37.550000,"Ленинский проспект, дом 62/1"
2,8.446902,45,10000,Юго-Западный административный округ,Гагаринский район,55.690000,37.540000,"Ленинский проспект, дом 68/10"
2,14.605936,49,9455,Северо-Западный административный округ,район Щукино,55.830000,37.430000,"Большой Волоколамский проезд, дом 1"
3,4.650547,67,14393,Центральный административный округ,район Хамовники,55.720000,37.570000,"Комсомольский проспект, дом 44"
1,9.090173,28,5358,Восточный административный округ,район Богородское,55.810000,37.720000,"бульвар Маршала Рокоссовского, дом 25"
2,9.541189,43,7742,Восточный административный округ,район Богородское,55.810000,37.730000,"Открытое шоссе, дом 6, корпус 2"
3,6.456542,57,12879,Северо-Восточный административный округ,Останкинский район,55.810000,37.620000,"Мурманский проезд, дом 18"
2,6.500473,42,6793,Северо-Восточный административный округ,Останкинский район,55.810000,37.630000,"Большая Марьинская улица, дом 15"
3,6.873423,78,14768,Северо-Восточный административный округ,Бутырский район,55.810000,37.580000,"Бутырская улица, дом 86Б"
3,7.764344,78,13094,Северо-Восточный административный округ,Бутырский район,55.820000,37.590000,"улица Добролюбова, дом 19"
1,8.996143,27,4527,Северо-Восточный административный округ,Бутырский район,55.830000,37.580000,"улица Милашенкова, дом 12А"
3,10.772828,63,10094,Юго-Восточный административный округ,Рязанский район,55.720000,37.780000,"Окская улица, дом 46"
3,13.246476,60,9951,Северо-Восточный административный округ,район Отрадное,55.870000,37.590000,"Алтуфьевское шоссе, дом 34А"
3,9.045826,71,13376,Северо-Западный административный округ,район Щукино,55.790000,37.490000,"улица Народного Ополчения, дом 42, корпус 3"
1,11.225672,25,5691,Северо-Западный административный округ,район Щукино,55.800000,37.460000,"улица Рогова, дом 12, корпус 1"
1,8.996143,30,6052,Северо-Восточный административный округ,Бутырский район,55.830000,37.580000,"улица Милашенкова, дом 16"
1,15.265165,23,3351,Северный административный округ,Дмитровский район,55.880000,37.530000,"Ангарская улица, дом 53, корпус 1"
3,8.386035,72,12187,Северный административный округ,Тимирязевский район,55.820000,37.560000,"улица Дубки, дом 6"
3,14.209637,70,12150,Восточный административный округ,район Северное Измайлово,55.810000,37.820000,"15-я Парковая улица, дом 46, корпус 6"
2,13.168594,54,10404,Юго-Западный административный округ,район Коньково,55.640000,37.550000,"улица Введенского, дом 13, корпус 4"
2,16.291495,45,8119,Южный административный округ,район Орехово-Борисово Северное,55.620000,37.730000,"Борисовский проезд, дом 46, корпус 1"
3,8.016761,57,9196,Северо-Восточный административный округ,Алексеевский район,55.820000,37.660000,"Рижский проезд, дом 11"
1,4.699167,31,6595,Южный административный округ,Даниловский район,55.710000,37.610000,"1-й Нижний Михайловский проезд, дом 16"
2,18.325007,50,8422,Южный административный округ,район Бирюлёво Восточное,55.590000,37.670000,"Бирюлёвская улица, дом 37, корпус 2"
2,6.514568,55,8897,Юго-Западный административный округ,Гагаринский район,55.700000,37.570000,"Ленинский проспект, дом 44"
1,13.741394,27,4896,Восточный административный округ,район Восточное Измайлово,55.800000,37.820000,"Измайловский бульвар, дом 67, корпус 1"
1,4.948892,32,7587,Центральный административный округ,Пресненский район,55.760000,37.540000,"Шмитовский проезд, дом 22"
1,4.122698,24,5564,Центральный административный округ,Таганский район,55.740000,37.680000,"улица Рогожский Вал, дом 3"
1,4.334323,23,5060,Центральный административный округ,Пресненский район,55.760000,37.550000,"улица Сергея Макеева, дом 4"
3,6.185067,58,8627,Центральный административный округ,Пресненский район,55.760000,37.520000,"Шелепихинское шоссе, дом 17, корпус 3"
1,4.334323,32,6277,Центральный административный округ,Пресненский район,55.760000,37.550000,"Шмитовский проезд, дом 17"
1,4.948892,28,4909,Центральный административный округ,Пресненский район,55.760000,37.540000,"Шмитовский проезд, дом 30"
2,13.688061,43,6131,Восточный административный округ,район Гольяново,55.820000,37.800000,"Алтайская улица, дом 2"
3,4.298310,69,11858,Центральный административный округ,Мещанский район,55.790000,37.630000,"Трифоновская улица, дом 57, корпус 2"
1,3.594018,24,5356,Центральный административный округ,район Якиманка,55.720000,37.610000,"улица Шаболовка, дом 25, корпус 1"
1,2.656598,27,5517,Центральный административный округ,Таганский район,55.750000,37.660000,"Николоямский переулок, дом 4-6, строение 3"
1,7.695091,29,6090,Северо-Восточный административный округ,Алексеевский район,55.820000,37.640000,"проспект Мира, дом 124, корпус 14"
1,4.571672,24,4807,Центральный административный округ,Тверской район,55.790000,37.590000,"улица Бутырский Вал, дом 52"
3,3.567376,56,10941,Центральный административный округ,Тверской район,55.780000,37.590000,"Лесная улица, дом 63, строение 1"
3,2.008366,51,9510,Центральный административный округ,Тверской район,55.770000,37.620000,"Большой Каретный переулок, дом 19, строение 1"
1,3.097782,30,6462,Центральный административный округ,Пресненский район,55.770000,37.580000,"улица Грузинский Вал, дом 26, строение 1"
